Strand,Pillar,Domain,Skill Area,Skill Set,Skill Subset,Skill Subset Annotation
Language Comprehension,Language Structure,Parts of Speech,Agreement and Usage,Subject-Verb Agreement,Number Agreement,"The ability to recognize and apply agreement between singular subjects and singular verbs, plural subjects and plural verbs, such as 'The dog runs' vs. 'The dogs run.'"
Language Comprehension,Language Structure,Parts of Speech,Agreement and Usage,Subject-Verb Agreement,Person Agreement,"The ability to recognize and apply agreement between subjects and verbs based on person, such as 'I am,' 'you are,' 'he is.'"
Language Comprehension,Language Structure,Parts of Speech,Conjunction Categories,Coordinating Conjunctions,Identifying Coordinating Conjunctions,"The ability to recognize coordinating conjunctions that join equal elements, such as 'and,' 'but,' 'or,' 'nor,' 'for,' 'yet,' 'so.'"
Language Comprehension,Language Structure,Parts of Speech,Conjunction Categories,Correlative Conjunctions,Identifying Correlative Conjunctions,"The ability to recognize paired conjunctions that work together, such as 'either...or,' 'neither...nor,' 'both...and,' 'not only...but also.'"
Language Comprehension,Language Structure,Parts of Speech,Conjunction Categories,Subordinating Conjunctions,Identifying Subordinating Conjunctions,"The ability to recognize subordinating conjunctions that introduce dependent clauses, such as 'because,' 'although,' 'when,' 'if,' 'since.'"
Language Comprehension,Language Structure,Parts of Speech,Determiner Categories,Articles,Definite Articles,The ability to recognize and understand the definite article 'the' and its function in specifying particular nouns.
Language Comprehension,Language Structure,Parts of Speech,Determiner Categories,Articles,Indefinite Articles,The ability to recognize and understand indefinite articles 'a' and 'an' and their function in referring to non-specific nouns.
Language Comprehension,Language Structure,Parts of Speech,Determiner Categories,Demonstratives,Demonstrative Determiners,"The ability to recognize and understand demonstrative determiners such as 'this,' 'that,' 'these,' 'those.'"
Language Comprehension,Language Structure,Parts of Speech,Determiner Categories,Quantifiers,Quantifying Determiners,"The ability to recognize and understand quantifying determiners such as 'some,' 'many,' 'few,' 'all,' 'each.'"
Language Comprehension,Language Structure,Parts of Speech,Interjections,Interjection Usage,Expressing Emotions Using Interjections,"The ability to use interjections effectively to express various emotions. For example: 'Yay, we won!' (joy) or 'Ouch, that hurt!' (pain)"
Language Comprehension,Language Structure,Parts of Speech,Interjections,Interjection Usage,Using Interjections in Sentences,The skill of incorporating interjections appropriately within sentences to convey strong emotion. For example: 'Oh no! I forgot my keys!' or 'Wow! That was amazing.'
Language Comprehension,Language Structure,Parts of Speech,Interjections,Types of Interjections,Recognizing Emotive Interjections,"The skill of identifying interjections that reflect the speaker's emotional state. For example: 'Ah!,' 'Ugh!,' 'Phew!'"
Language Comprehension,Language Structure,Parts of Speech,Interjections,Types of Interjections,Recognizing Exclamatory Interjections,"The skill of identifying interjections that express sudden or strong emotions. For example: 'Hey!,' 'Wow!,' 'Oops!'"
Language Comprehension,Language Structure,Parts of Speech,Interjections,Understanding Interjections,Recognizing Interjections,"The ability to recognize words or phrases used as interjections within sentences, like 'Ah,' 'Oh dear,' 'Bravo!'"
Language Comprehension,Language Structure,Parts of Speech,Nouns,Functions of Nouns,Combining Nouns with Adjectives,"The skill of correctly pairing nouns with adjectives to provide descriptive detail. For example: 'The tall tree,' 'An interesting book.'"
Language Comprehension,Language Structure,Parts of Speech,Nouns,Functions of Nouns,Recognizing Functions in Sentences,"The ability to determine the grammatical function of nouns within sentences (e.g., subject, object, complement). For example: 'John is a teacher.' (subject), 'She gave John a book.' (indirect object)"
Language Comprehension,Language Structure,Parts of Speech,Nouns,Understanding Nouns,Recognizing Abstract Nouns,"The ability to identify nouns that refer to concepts, ideas, or qualities rather than physical objects. For example: 'freedom,' 'happiness,' 'strength.'"
Language Comprehension,Language Structure,Parts of Speech,Nouns,Understanding Nouns,Recognizing Common Nouns,"The skill of identifying general, nonspecific nouns. For example: 'city,' 'day,' 'man.'"
Language Comprehension,Language Structure,Parts of Speech,Nouns,Understanding Nouns,Recognizing Proper Nouns,"The ability to identify nouns that name specific people, places, or things. For example: 'Paris,' 'Monday,' 'Mr. Smith.'"
Language Comprehension,Language Structure,Parts of Speech,Prepositions,Functions of Prepositions,Applying Correct Usage of Prepositions,"The ability to use prepositions accurately to show relationships between nouns and other words. For example: 'The book is on the table,' 'They arrived after dinner.'"
Language Comprehension,Language Structure,Parts of Speech,Prepositions,Functions of Prepositions,Combining Prepositions with Nouns,"The skill of pairing prepositions correctly with nouns to form prepositional phrases. For example: 'in the car,' 'under the bed.'"
Language Comprehension,Language Structure,Parts of Speech,Prepositions,Understanding Prepositions,Recognizing Prepositions of Place,"The ability to identify prepositions that indicate location (e.g., at, on, in). For example: 'at,' 'on,' 'in.'"
Language Comprehension,Language Structure,Parts of Speech,Prepositions,Understanding Prepositions,Recognizing Prepositions of Time,"The skill of identifying prepositions that indicate time (e.g., before, after, during). For example: 'before,' 'after,' 'during.'"
Language Comprehension,Language Structure,Parts of Speech,Pronouns,Functions of Pronouns,Combining Pronouns with Verbs,"The ability to correctly pair pronouns with verbs to form complete sentences. For example: 'He runs,' 'They play,' 'She sings.'"
Language Comprehension,Language Structure,Parts of Speech,Pronouns,Functions of Pronouns,Recognizing Functions in Sentences,"The skill of recognizing the roles pronouns play within sentences (e.g., subject, object). For example: 'I saw her.' ('her' as object) or 'She is talking.' ('She' as subject)"
Language Comprehension,Language Structure,Parts of Speech,Pronouns,Understanding Pronouns,Recognizing Personal Pronouns,"The ability to identify pronouns that refer to specific people or things. For example: 'I,' 'you,' 'he,' 'she,' 'it,' 'we,' 'they.'"
Language Comprehension,Language Structure,Parts of Speech,Recognition and Function,Recognizing and Applying Parts of Speech,Recognizing and Applying Parts of Speech,"The ability to recognize and apply functions of key parts of speech (nouns, verbs, adjectives, adverbs, pronouns, prepositions, conjunctions, interjections) in context."
Language Comprehension,Language Structure,Parts of Speech,Verb Categories,Action vs. Linking Verbs,Distinguishing Action from Linking Verbs,"The ability to differentiate between action and linking verbs in context, such as recognizing 'feels' as linking in 'She feels happy' vs. action in 'She feels the fabric.'"
Language Comprehension,Language Structure,Parts of Speech,Verb Categories,Action vs. Linking Verbs,Identifying Action Verbs,"The ability to recognize verbs that express action or activity, such as 'run,' 'write,' 'think.'"
Language Comprehension,Language Structure,Parts of Speech,Verb Categories,Action vs. Linking Verbs,Identifying Linking Verbs,"The ability to recognize verbs that connect the subject to additional information, such as 'be,' 'seem,' 'become.'"
Language Comprehension,Language Structure,Parts of Speech,Verb Categories,Auxiliary Verbs,Identifying Helping Verbs,"The ability to recognize auxiliary verbs that help form tenses and voices, such as 'have,' 'has,' 'had,' 'am,' 'is,' 'are,' 'was,' 'were.'"
Language Comprehension,Language Structure,Parts of Speech,Verb Categories,Auxiliary Verbs,Identifying Modal Auxiliaries,"The ability to recognize modal auxiliary verbs that express possibility, necessity, or permission, such as 'can,' 'could,' 'may,' 'might,' 'must,' 'shall,' 'should,' 'will,' 'would.'"
